0,0.000000
1,0.024541
2,0.049068
3,0.073565
4,0.098017
5,0.122411
6,0.146730
7,0.170962
8,0.195090
9,0.219101
10,0.242980
11,0.266713
12,0.290285
13,0.313682
14,0.336890
15,0.359895
16,0.382683
17,0.405241
18,0.427555
19,0.449611
20,0.471397
21,0.492898
22,0.514103
23,0.534998
24,0.555570
25,0.575808
26,0.595699
27,0.615232
28,0.634393
29,0.653173
30,0.671559
31,0.689541
32,0.707107
33,0.724247
34,0.740951
35,0.757209
36,0.773011
37,0.788347
38,0.803208
39,0.817585
40,0.831470
41,0.844854
42,0.857729
43,0.870087
44,0.881921
45,0.893224
46,0.903989
47,0.914210
48,0.923880
49,0.932993
50,0.941544
51,0.949528
52,0.956940
53,0.963776
54,0.970031
55,0.975702
56,0.980785
57,0.985278
58,0.989176
59,0.992479
60,0.995185
61,0.997290
62,0.998795
63,0.999699
64,1.000000
65,0.999699
66,0.998796
67,0.997291
68,0.995185
69,0.992480
70,0.989177
71,0.985278
72,0.980786
73,0.975702
74,0.970032
75,0.963776
76,0.956941
77,0.949529
78,0.941545
79,0.932993
80,0.923880
81,0.914210
82,0.903990
83,0.893225
84,0.881922
85,0.870088
86,0.857729
87,0.844854
88,0.831470
89,0.817586
90,0.803208
91,0.788347
92,0.773011
93,0.757209
94,0.740952
95,0.724248
96,0.707107
97,0.689541
98,0.671559
99,0.653173
100,0.634394
101,0.615232
102,0.595700
103,0.575808
104,0.555570
105,0.534998
106,0.514103
107,0.492898
108,0.471397
109,0.449611
110,0.427555
111,0.405241
112,0.382683
113,0.359895
114,0.336889
115,0.313681
116,0.290284
117,0.266712
118,0.242979
119,0.219100
120,0.195089
121,0.170961
122,0.146729
123,0.122410
124,0.098016
125,0.073563
126,0.049066
127,0.024540
128,-0.000002
129,-0.024543
130,-0.049069
131,-0.073566
132,-0.098019
133,-0.122413
134,-0.146732
135,-0.170964
136,-0.195092
137,-0.219103
138,-0.242982
139,-0.266715
140,-0.290287
141,-0.313684
142,-0.336892
143,-0.359897
144,-0.382686
145,-0.405244
146,-0.427558
147,-0.449614
148,-0.471399
149,-0.492901
150,-0.514105
151,-0.535000
152,-0.555573
153,-0.575811
154,-0.595702
155,-0.615234
156,-0.634396
157,-0.653176
158,-0.671562
159,-0.689543
160,-0.707109
161,-0.724250
162,-0.740954
163,-0.757211
164,-0.773013
165,-0.788349
166,-0.803210
167,-0.817587
168,-0.831472
169,-0.844856
170,-0.857731
171,-0.870089
172,-0.881923
173,-0.893226
174,-0.903991
175,-0.914212
176,-0.923881
177,-0.932994
178,-0.941546
179,-0.949530
180,-0.956942
181,-0.963777
182,-0.970032
183,-0.975703
184,-0.980786
185,-0.985279
186,-0.989177
187,-0.992480
188,-0.995185
189,-0.997291
190,-0.998796
191,-0.999699
192,-1.000000
193,-0.999699
194,-0.998795
195,-0.997290
196,-0.995184
197,-0.992479
198,-0.989176
199,-0.985277
200,-0.980784
201,-0.975701
202,-0.970030
203,-0.963774
204,-0.956938
205,-0.949526
206,-0.941542
207,-0.932990
208,-0.923877
209,-0.914207
210,-0.903986
211,-0.893221
212,-0.881918
213,-0.870083
214,-0.857725
215,-0.844850
216,-0.831465
217,-0.817581
218,-0.803203
219,-0.788342
220,-0.773006
221,-0.757204
222,-0.740946
223,-0.724242
224,-0.707101
225,-0.689535
226,-0.671553
227,-0.653167
228,-0.634387
229,-0.615225
230,-0.595693
231,-0.575801
232,-0.555563
233,-0.534990
234,-0.514095
235,-0.492891
236,-0.471389
237,-0.449603
238,-0.427547
239,-0.405233
240,-0.382675
241,-0.359886
242,-0.336881
243,-0.313673
244,-0.290276
245,-0.266704
246,-0.242971
247,-0.219092
248,-0.195081
249,-0.170952
250,-0.146721
251,-0.122401
252,-0.098007
253,-0.073555
254,-0.049058
255,-0.024531
256,0.000010
257,0.024551
258,0.049078
259,0.073575
260,0.098028
261,0.122421
262,0.146741
263,0.170972
264,0.195101
265,0.219112
266,0.242991
267,0.266723
268,0.290295
269,0.313692
270,0.336900
271,0.359906
272,0.382694
273,0.405252
274,0.427565
275,0.449622
276,0.471407
277,0.492908
278,0.514113
279,0.535008
280,0.555580
281,0.575818
282,0.595709
283,0.615241
284,0.634403
285,0.653182
286,0.671568
287,0.689550
288,0.707116
289,0.724256
290,0.740960
291,0.757217
292,0.773018
293,0.788354
294,0.803215
295,0.817592
296,0.831477
297,0.844861
298,0.857735
299,0.870093
300,0.881927
301,0.893230
302,0.903995
303,0.914215
304,0.923885
305,0.932998
306,0.941549
307,0.949533
308,0.956944
309,0.963780
310,0.970035
311,0.975705
312,0.980788
313,0.985280
314,0.989179
315,0.992481
316,0.995186
317,0.997292
318,0.998796
319,0.999699
320,1.000000
321,0.999698
322,0.998795
323,0.997289
324,0.995183
325,0.992478
326,0.989174
327,0.985275
328,0.980782
329,0.975699
330,0.970028
331,0.963772
332,0.956936
333,0.949523
334,0.941539
335,0.932987
336,0.923873
337,0.914203
338,0.903983
339,0.893217
340,0.881914
341,0.870079
342,0.857720
343,0.844845
344,0.831461
345,0.817575
346,0.803198
347,0.788336
348,0.773000
349,0.757198
350,0.740940
351,0.724235
352,0.707095
353,0.689528
354,0.671546
355,0.653160
356,0.634380
357,0.615218
358,0.595685
359,0.575794
360,0.555556
361,0.534983
362,0.514088
363,0.492883
364,0.471381
365,0.449595
366,0.427539
367,0.405225
368,0.382667
369,0.359878
370,0.336873
371,0.313664
372,0.290267
373,0.266695
374,0.242962
375,0.219083
376,0.195072
377,0.170944
378,0.146712
379,0.122392
380,0.097998
381,0.073546
382,0.049049
383,0.024522
384,-0.000019
385,-0.024560
386,-0.049087
387,-0.073584
388,-0.098036
389,-0.122430
390,-0.146750
391,-0.170981
392,-0.195110
393,-0.219120
394,-0.242999
395,-0.266732
396,-0.290304
397,-0.313701
398,-0.336909
399,-0.359914
400,-0.382702
401,-0.405260
402,-0.427574
403,-0.449630
404,-0.471415
405,-0.492916
406,-0.514120
407,-0.535015
408,-0.555588
409,-0.575825
410,-0.595716
411,-0.615248
412,-0.634410
413,-0.653189
414,-0.671575
415,-0.689556
416,-0.707122
417,-0.724262
418,-0.740966
419,-0.757223
420,-0.773024
421,-0.788360
422,-0.803221
423,-0.817597
424,-0.831482
425,-0.844865
426,-0.857740
427,-0.870098
428,-0.881932
429,-0.893234
430,-0.903999
431,-0.914219
432,-0.923888
433,-0.933001
434,-0.941552
435,-0.949535
436,-0.956947
437,-0.963782
438,-0.970037
439,-0.975707
440,-0.980790
441,-0.985282
442,-0.989180
443,-0.992482
444,-0.995187
445,-0.997292
446,-0.998797
447,-0.999699
448,-1.000000
449,-0.999698
450,-0.998794
451,-0.997289
452,-0.995182
453,-0.992477
454,-0.989173
455,-0.985274
456,-0.980781
457,-0.975697
458,-0.970025
459,-0.963770
460,-0.956933
461,-0.949521
462,-0.941536
463,-0.932984
464,-0.923870
465,-0.914200
466,-0.903979
467,-0.893213
468,-0.881909
469,-0.870075
470,-0.857716
471,-0.844840
472,-0.831456
473,-0.817570
474,-0.803192
475,-0.788331
476,-0.772994
477,-0.757192
478,-0.740934
479,-0.724229
480,-0.707089
481,-0.689522
482,-0.671540
483,-0.653153
484,-0.634373
485,-0.615211
486,-0.595678
487,-0.575787
488,-0.555548
489,-0.534975
490,-0.514080
491,-0.492875
492,-0.471373
493,-0.449587
494,-0.427531
495,-0.405217
496,-0.382659
497,-0.359870
498,-0.336864
499,-0.313656
500,-0.290259
501,-0.266686
502,-0.242954
503,-0.219075
504,-0.195063
505,-0.170935
506,-0.146703
507,-0.122383
508,-0.097990
509,-0.073537
510,-0.049040
511,-0.024513
512,0.000028
513,0.024569
514,0.049096
515,0.073593
516,0.098045
517,0.122439
518,0.146759
519,0.170990
520,0.195118
521,0.219129
522,0.243008
523,0.266741
524,0.290312
525,0.313709
526,0.336917
527,0.359922
528,0.382710
529,0.405268
530,0.427582
531,0.449638
532,0.471423
533,0.492924
534,0.514128
535,0.535023
536,0.555595
537,0.575832
538,0.595723
539,0.615255
540,0.634416
541,0.653196
542,0.671581
543,0.689562
544,0.707128
545,0.724268
546,0.740972
547,0.757229
548,0.773030
549,0.788365
550,0.803226
551,0.817603
552,0.831487
553,0.844870
554,0.857745
555,0.870102
556,0.881936
557,0.893238
558,0.904003
559,0.914222
560,0.923892
561,0.933004
562,0.941555
563,0.949538
564,0.956950
565,0.963785
566,0.970039
567,0.975709
568,0.980792
569,0.985283
570,0.989181
571,0.992483
572,0.995188
573,0.997293
574,0.998797
575,0.999700
576,1.000000
577,0.999698
578,0.998794
579,0.997288
580,0.995182
581,0.992476
582,0.989172
583,0.985272
584,0.980779
585,0.975695
586,0.970023
587,0.963767
588,0.956931
589,0.949518
590,0.941533
591,0.932981
592,0.923867
593,0.914196
594,0.903975
595,0.893209
596,0.881905
597,0.870070
598,0.857711
599,0.844835
600,0.831451
601,0.817565
602,0.803187
603,0.788325
604,0.772989
605,0.757186
606,0.740928
607,0.724223
608,0.707082
609,0.689515
610,0.671533
611,0.653146
612,0.634366
613,0.615204
614,0.595671
615,0.575779
616,0.555541
617,0.534968
618,0.514072
619,0.492867
620,0.471365
621,0.449580
622,0.427523
623,0.405209
624,0.382650
625,0.359862
626,0.336856
627,0.313648
628,0.290250
629,0.266678
630,0.242945
631,0.219066
632,0.195055
633,0.170926
634,0.146694
635,0.122374
636,0.097981
